Make,Model,Build Year,Engine Size,Transmission,Mileage [km],Fuel,Fuel efficiency,Price [EUR]
Mercedes,A Class,2019,1.3,Semi-Auto,3197,Petrol,47.9,26980
Mercedes,GLE Class,2019,3,Semi-Auto,8668,Diesel,36.7,41174
Mercedes,E Class,2019,2,Semi-Auto,1163,Diesel,57.7,35480
Mercedes,GLE Class,2016,5.5,Semi-Auto,31321,Petrol,23.9,48480
Mercedes,V Class,2019,2.1,Automatic,31754,Diesel,48.7,24750
Mercedes,C Class,2019,1.5,Automatic,12568,Petrol,45.6,24980
Mercedes,B Class,2019,2,Automatic,18737,Diesel,54.3,26480
Mercedes,C Class,2016,2.1,Automatic,41585,Diesel,64.2,18480
Mercedes,E Class,2017,2,Automatic,48508,Diesel,72.4,20500
Mercedes,C Class,2016,2.1,Semi-Auto,71335,Diesel,64.2,17280
Mercedes,E Class,2016,3,Semi-Auto,41773,Diesel,52.3,20680
Mercedes,C Class,2016,2.1,Semi-Auto,27770,Diesel,65.7,16980
Mercedes,B Class,2017,1.5,Manual,32235,Diesel,68.9,13980
Mercedes,E Class,2019,2,Semi-Auto,23524,Diesel,72.4,25780
Mercedes,C Class,2019,2,Semi-Auto,15248,Diesel,56.5,28980
Mercedes,E Class,2019,2,Semi-Auto,22486,Diesel,65.7,27980
Mercedes,E Class,2019,2,Semi-Auto,22404,Diesel,65.7,27980
Mercedes,C Class,2019,2,Semi-Auto,31147,Diesel,61.4,22280
Mercedes,GLA Class,2019,2.1,Semi-Auto,18087,Diesel,67.3,23980
Mercedes,B Class,2019,1.3,Semi-Auto,12117,Petrol,45.6,22480
Mercedes,C Class,2019,2,Semi-Auto,22056,Diesel,61.4,26480
Mercedes,C Class,2019,2,Semi-Auto,23549,Diesel,61.4,26480
Mercedes,C Class,2019,2,Semi-Auto,22983,Diesel,61.4,25980
Mercedes,C Class,2019,1.5,Semi-Auto,22985,Petrol,46.3,19980
Mercedes,C Class,2019,1.5,Semi-Auto,22853,Petrol,46.3,19980
Mercedes,CL Class,2019,2,Semi-Auto,9899,Petrol,38.2,24000
Mercedes,C Class,2019,1.5,Semi-Auto,55,Petrol,47.1,29480
Mercedes,V Class,2019,2,Semi-Auto,1763,Diesel,36.2,46980
Mercedes,GLE Class,2016,2.1,Semi-Auto,47671,Diesel,47.9,26000
Mercedes,GLE Class,2016,3,Semi-Auto,29237,Diesel,42.8,32480
Mercedes,GLE Class,2017,3,Semi-Auto,56885,Diesel,42.8,27980
Mercedes,E Class,2018,3,Semi-Auto,2101,Diesel,41.5,35980
Mercedes,GLA Class,2019,2.1,Semi-Auto,23186,Diesel,67.3,23480
Mercedes,E Class,2019,2,Semi-Auto,21512,Diesel,72.4,24480
Mercedes,E Class,2019,3,Semi-Auto,16880,Petrol,32.5,45980
Mercedes,C Class,2019,1.5,Semi-Auto,4824,Petrol,47.1,29480
Mercedes,B Class,2019,2,Semi-Auto,3234,Diesel,55.4,23480
Mercedes,GLA Class,2019,1.6,Manual,4372,Petrol,37.7,22980
Mercedes,C Class,2019,3,Semi-Auto,5577,Petrol,30.4,39500
Mercedes,GLB Class,2020,2,Semi-Auto,31,Diesel,46.3,36980
Mercedes,A Class,2014,2,Semi-Auto,94411,Petrol,40.9,20000
Mercedes,E Class,2019,3,Semi-Auto,3200,Diesel,42.8,41480
Mercedes,CLS Class,2016,3,Semi-Auto,36811,Diesel,49.6,24980
Mercedes,C Class,2019,1.5,Semi-Auto,26626,Petrol,46.3,26680
Mercedes,E Class,2019,2,Semi-Auto,3223,Diesel,57.7,34980
Mercedes,C Class,2018,2.1,Semi-Auto,29421,Diesel,61.4,22980
Mercedes,GLC Class,2020,3,Semi-Auto,6434,Petrol,26.4,49980
Mercedes,C Class,2019,3,Semi-Auto,2819,Petrol,29.7,44480
Mercedes,GLE Class,2020,2,Semi-Auto,6434,Diesel,36.7,48980
Mercedes,C Class,2017,2.1,Manual,55818,Diesel,68.9,15980
Mercedes,C Class,2019,3,Semi-Auto,6434,Petrol,29.7,45980
Mercedes,GLC Class,2020,2,Semi-Auto,6434,Diesel,40.9,39980
Mercedes,GLC Class,2019,3,Semi-Auto,6434,Petrol,27.4,47980
Mercedes,GLS Class,2020,3,Semi-Auto,6434,Diesel,30.4,67480
Mercedes,GLC Class,2020,2,Semi-Auto,6434,Petrol,32.1,39980
Mercedes,A Class,2017,2.1,Manual,19693,Diesel,65.7,15680
Mercedes,GLC Class,2019,3,Semi-Auto,7276,Petrol,34,43680
Mercedes,E Class,2019,3,Semi-Auto,1673,Diesel,48.7,37980
Mercedes,SL CLASS,2019,3,Semi-Auto,9741,Petrol,36.7,49980
Mercedes,E Class,2017,2,Semi-Auto,28796,Diesel,61.4,22480
Mercedes,E Class,2019,2,Semi-Auto,11372,Diesel,57.7,34980
Mercedes,S Class,2019,3,Semi-Auto,13408,Diesel,52.3,44980
Mercedes,C Class,2019,2,Semi-Auto,10689,Petrol,44.1,29500
Mercedes,C Class,2019,2,Semi-Auto,8190,Diesel,61.4,27480
Mercedes,CL Class,2019,2.2,Semi-Auto,23796,Diesel,51.4,26480
Mercedes,CLS Class,2017,2.1,Semi-Auto,50650,Diesel,57.7,22490
Mercedes,SL CLASS,2016,2.1,Semi-Auto,25686,Diesel,70.6,19390
Mercedes,C Class,2015,2.1,Semi-Auto,86886,Diesel,64.2,14500
Mercedes,A Class,2016,1.6,Semi-Auto,48268,Petrol,49.6,17990
Mercedes,SL CLASS,2016,2.1,Semi-Auto,43445,Diesel,70.6,18890
Mercedes,C Class,2019,2,Semi-Auto,13382,Diesel,61.4,27890
Mercedes,E Class,2019,2,Semi-Auto,10880,Diesel,67.3,24490
Mercedes,GLE Class,2019,3,Automatic,12227,Diesel,32.5,55690
Mercedes,C Class,2019,2,Automatic,8769,Diesel,57.7,28990
Mercedes,CL Class,2017,2.1,Manual,32848,Diesel,65.7,16990
Mercedes,GLA Class,2017,2.1,Semi-Auto,53581,Diesel,56.5,20490
Mercedes,A Class,2016,2.1,Semi-Auto,51535,Diesel,68.9,16990
Mercedes,E Class,2019,2,Semi-Auto,12135,Diesel,67.3,24490
Mercedes,B Class,2018,1.5,Automatic,18848,Diesel,68.9,16990
Mercedes,C Class,2019,2,Automatic,21459,Diesel,61.4,19690
Mercedes,E Class,2019,2,Semi-Auto,21865,Diesel,72.4,23990
Mercedes,GLC Class,2017,2.1,Semi-Auto,53877,Diesel,56.5,28490
Mercedes,E Class,2018,2,Semi-Auto,10109,Diesel,57.7,31480
Mercedes,E Class,2018,2,Semi-Auto,10153,Diesel,57.7,31480
Mercedes,E Class,2018,2,Semi-Auto,15845,Diesel,57.7,30680
Mercedes,E Class,2019,2,Semi-Auto,18960,Diesel,72.4,24780
Mercedes,E Class,2019,2,Semi-Auto,22056,Diesel,58.9,29980
Mercedes,C Class,2018,2,Semi-Auto,24289,Diesel,61.4,19480
Mercedes,C Class,2019,1.5,Semi-Auto,7622,Petrol,45.6,24980
Mercedes,C Class,2019,1.5,Semi-Auto,11092,Petrol,45.6,24980
Mercedes,GLC Class,2018,2.1,Semi-Auto,9269,Diesel,56.5,31480
Mercedes,SL CLASS,2016,2.1,Semi-Auto,39596,Diesel,70.6,18990
Mercedes,E Class,2015,2.1,Semi-Auto,87029,Diesel,56.5,15490
Mercedes,C Class,2019,2,Semi-Auto,8930,Diesel,64.2,27990
Mercedes,GLA Class,2019,1.6,Automatic,3419,Petrol,35.8,25990
Mercedes,A Class,2019,2,Automatic,9828,Diesel,56.5,25490
Mercedes,B Class,2019,2,Automatic,2653,Diesel,55.4,22990
Mercedes,GLE Class,2019,3,Automatic,9928,Diesel,32.8,48890
Mercedes,C Class,2017,2.1,Semi-Auto,48590,Diesel,64.2,16690
Mercedes,C Class,2019,1.5,Automatic,9714,Petrol,46.3,22890
Mercedes,B Class,2019,2,Automatic,1810,Diesel,55.4,22990
Mercedes,A Class,2016,1.6,Manual,44310,Petrol,51.4,12750
Mercedes,C Class,2014,2,Semi-Auto,74140,Petrol,52.3,13290
Mercedes,SLK,2015,2,Semi-Auto,65366,Diesel,56.5,14990
Mercedes,E Class,2015,3.5,Semi-Auto,35044,Petrol,37.7,23000
Mercedes,CL Class,2017,2.1,Semi-Auto,35879,Diesel,67.3,19990
Mercedes,A Class,2016,1.6,Manual,66767,Petrol,50.4,12000
Mercedes,A Class,2018,2.1,Semi-Auto,22365,Diesel,68.9,18890
Mercedes,C Class,2019,2,Semi-Auto,15467,Diesel,61.4,29950
Mercedes,C Class,2014,2.1,Semi-Auto,123962,Diesel,64.2,11750
Mercedes,SL CLASS,2016,2.1,Semi-Auto,54143,Diesel,70.6,18490
Mercedes,E Class,2019,2,Automatic,20888,Diesel,72.4,24966
Mercedes,B Class,2019,1.3,Automatic,20301,Petrol,45.6,21856
Mercedes,E Class,2019,2,Automatic,21060,Diesel,58.9,28866
Mercedes,A Class,2019,1.5,Semi-Auto,11519,Diesel,62.8,22926
Mercedes,A Class,2019,1.5,Automatic,21549,Diesel,65.7,17096
Mercedes,A Class,2019,1.5,Automatic,24853,Diesel,68.9,18844
Mercedes,C Class,2018,2,Automatic,41565,Petrol,50.4,19056
Mercedes,E Class,2019,3,Automatic,12750,Diesel,48.7,37286
Mercedes,E Class,2019,2,Automatic,22751,Diesel,72.4,26026
Mercedes,C Class,2017,2.1,Semi-Auto,36753,Diesel,62.8,20672
Mercedes,B Class,2017,2.1,Manual,22534,Diesel,65.7,13952
Mercedes,A Class,2019,1.3,Automatic,15445,Petrol,53.3,23632
Mercedes,A Class,2019,1.3,Semi-Auto,6273,Petrol,53.3,24682
Mercedes,E Class,2017,2,Automatic,42857,Diesel,72.4,18886
Mercedes,B Class,2019,2,Semi-Auto,15791,Diesel,54.3,27146
Mercedes,S Class,2018,3,Automatic,3437,Petrol,40.9,58332
Mercedes,GLA Class,2017,2.1,Automatic,29939,Diesel,56.5,21085
Mercedes,GLC Class,2016,2.1,Semi-Auto,58064,Diesel,56.5,22792
Mercedes,C Class,2017,3,Automatic,32396,Petrol,34,33612
Mercedes,A Class,2017,2,Semi-Auto,23631,Petrol,40.9,31112
Mercedes,A Class,2019,1.5,Semi-Auto,26962,Diesel,65.7,18780
Mercedes,A Class,2019,1.5,Semi-Auto,28343,Diesel,65.7,18780
Mercedes,E Class,2019,2,Semi-Auto,22486,Diesel,65.7,27980
Mercedes,E Class,2019,2,Semi-Auto,20872,Diesel,58.9,28500
Mercedes,A Class,2019,1.5,Semi-Auto,28024,Diesel,65.7,18780
Mercedes,A Class,2019,1.5,Semi-Auto,31995,Diesel,65.7,18780
Mercedes,E Class,2018,2,Semi-Auto,26212,Diesel,61.4,23480
Mercedes,C Class,2017,2.1,Automatic,30476,Diesel,58.9,24980
Mercedes,E Class,2018,2,Semi-Auto,14635,Diesel,57.7,30480
Mercedes,C Class,2017,2.1,Automatic,22483,Diesel,54.3,23980
Mercedes,GLA Class,2020,1.6,Semi-Auto,5141,Petrol,35.8,29987
Mercedes,B Class,2020,2,Semi-Auto,6206,Diesel,55.4,25487
Mercedes,A Class,2020,1.3,Semi-Auto,4146,Petrol,53.3,26987
Mercedes,A Class,2020,1.3,Manual,3812,Petrol,44.1,27987
Mercedes,E Class,2019,2,Automatic,8708,Diesel,70.6,36310
Mercedes,A Class,2019,1.3,Automatic,5260,Petrol,47.9,25520
Mercedes,GLC Class,2019,2,Automatic,6708,Petrol,31.7,41630
Mercedes,GLC Class,2019,2,Automatic,7205,Petrol,31.7,41430
Mercedes,GLC Class,2019,2,Semi-Auto,687,Diesel,40.4,45106
Mercedes,A Class,2019,1.3,Semi-Auto,7580,Petrol,47.9,22056
Mercedes,SLK,2015,2,Manual,46663,Petrol,41.5,16280
Mercedes,E Class,2015,3,Semi-Auto,72189,Diesel,54.3,17280
Mercedes,C Class,2019,1.5,Semi-Auto,13197,Petrol,44.1,29980
Mercedes,C Class,2019,1.5,Semi-Auto,22135,Petrol,44.1,29480
Mercedes,C Class,2019,1.5,Semi-Auto,3186,Petrol,44.1,33780
Mercedes,C Class,2019,2,Semi-Auto,4804,Diesel,53.3,29980
Mercedes,C Class,2019,1.5,Semi-Auto,3363,Petrol,46.3,31480
Mercedes,B Class,2019,2,Semi-Auto,3205,Diesel,55.4,23480
Mercedes,C Class,2019,1.5,Semi-Auto,5088,Petrol,46.3,31980
Mercedes,C Class,2019,2,Semi-Auto,6452,Diesel,61.4,30500
Mercedes,A Class,2016,1.5,Manual,44265,Diesel,72.4,14038
Mercedes,C Class,2017,2.1,Semi-Auto,66939,Diesel,64.2,16991
Mercedes,E Class,2016,2.1,Semi-Auto,25355,Diesel,58.9,18872
Mercedes,A Class,2019,1.3,Semi-Auto,23546,Petrol,53.3,23314
Mercedes,GLA Class,2017,2.1,Semi-Auto,49147,Diesel,56.6,19642
Mercedes,GLC Class,2016,2.1,Semi-Auto,29417,Diesel,56.5,27500
Mercedes,C Class,2015,2.1,Semi-Auto,59533,Hybrid,74.3,19990
Mercedes,E Class,2014,2.1,Semi-Auto,99848,Hybrid,67.3,12995
Mercedes,GLC Class,2017,2.1,Semi-Auto,38946,Diesel,56.5,26995
Mercedes,E Class,2016,2.1,Semi-Auto,37215,Diesel,56.5,18500
Mercedes,C Class,2014,2.1,Semi-Auto,123962,Diesel,64.2,11750
Mercedes,M Class,2013,2.1,Semi-Auto,135821,Diesel,44.8,14250
Mercedes,A Class,2016,1.6,Manual,66769,Petrol,50.4,12000
Mercedes,A Class,2019,1.3,Manual,4571,Petrol,47.1,24987
Mercedes,GLA Class,2019,1.6,Automatic,2520,Petrol,35.8,28987
Mercedes,GLC Class,2019,2,Automatic,4504,Diesel,40.9,42987
Mercedes,GLC Class,2019,2,Automatic,5776,Diesel,40.9,42987
Mercedes,GLC Class,2019,2,Automatic,6293,Diesel,43.5,38987
Mercedes,V Class,2019,2.2,Automatic,4154,Diesel,45.6,41730
Mercedes,E Class,2017,2,Semi-Auto,15545,Diesel,65.7,24912
Mercedes,GLC Class,2017,3,Semi-Auto,22811,Petrol,34,35822
Mercedes,GLC Class,2020,2,Semi-Auto,4391,Petrol,34,34987
Mercedes,A Class,2020,1.3,Manual,5672,Petrol,47.1,24987
Mercedes,CL Class,2016,2.1,Semi-Auto,91893,Diesel,68.9,14472
Mercedes,A Class,2019,1.3,Semi-Auto,2634,Petrol,47.9,24124
Mercedes,GLA Class,2019,1.6,Semi-Auto,9654,Petrol,37.2,23950
Mercedes,GLA Class,2019,1.6,Semi-Auto,5189,Petrol,35.8,28987
Mercedes,A Class,2019,1.3,Semi-Auto,9475,Petrol,53.3,24094
Mercedes,CL Class,2017,2.1,Automatic,28074,Diesel,68.9,17245
Mercedes,GLS Class,2017,3,Semi-Auto,35750,Diesel,37.2,41962
Mercedes,C Class,2017,2,Semi-Auto,14864,Petrol,48.7,21500
Mercedes,E Class,2017,2,Semi-Auto,60352,Diesel,61.4,19500
Mercedes,E Class,2019,2,Semi-Auto,53,Diesel,65.7,28452
Mercedes,E Class,2017,2,Semi-Auto,84041,Diesel,67.3,18791
Mercedes,B Class,2019,2,Semi-Auto,9429,Petrol,37.7,27300
Mercedes,A Class,2019,1.3,Semi-Auto,16088,Petrol,53.3,24172
Mercedes,A Class,2016,1.5,Semi-Auto,41276,Diesel,76.4,14552
Mercedes,V Class,2018,2.2,Semi-Auto,9635,Diesel,44.8,39900
Mercedes,A Class,2016,1.5,Semi-Auto,32725,Diesel,74.3,15012
Mercedes,C Class,2019,2,Semi-Auto,6356,Petrol,42.2,33842
Mercedes,CLS Class,2019,2.9,Automatic,6650,Diesel,47.9,46710
Mercedes,GLC Class,2019,4,Automatic,4113,Petrol,27.4,54282
Mercedes,E Class,2019,2,Semi-Auto,9364,Diesel,70.6,32670
Mercedes,B Class,2019,1.3,Semi-Auto,14993,Petrol,45.6,21980
Mercedes,GLC Class,2019,2,Semi-Auto,9017,Petrol,34,31980
Mercedes,A Class,2019,1.3,Manual,208,Petrol,47.1,19410
Mercedes,GLC Class,2017,3,Semi-Auto,18320,Petrol,34,37982
Mercedes,C Class,2019,2,Automatic,4491,Diesel,64.2,34987
Mercedes,GLC Class,2019,2,Automatic,2841,Petrol,31.7,43987
Mercedes,C Class,2019,3,Automatic,2965,Petrol,30.4,44987
Mercedes,A Class,2019,1.3,Automatic,6203,Petrol,28.5,23987
Mercedes,E Class,2019,2,Automatic,5076,Diesel,45.6,38487
Mercedes,B Class,2019,1.3,Semi-Auto,12460,Petrol,45.6,21980
Mercedes,GLC Class,2018,2.1,Semi-Auto,34231,Diesel,56.5,29480
Mercedes,C Class,2019,2,Semi-Auto,23882,Diesel,61.4,25780
Mercedes,E Class,2019,2,Semi-Auto,5813,Diesel,57.7,34980
Mercedes,S Class,2019,3,Semi-Auto,18882,Diesel,52.3,44980
Mercedes,A Class,2019,1.5,Semi-Auto,16687,Diesel,65.7,20480
Mercedes,C Class,2019,2,Semi-Auto,11137,Petrol,44.1,29500
Mercedes,CL Class,2019,2.2,Semi-Auto,23293,Diesel,51.4,25980
Mercedes,C Class,2019,2,Semi-Auto,22307,Diesel,61.4,23980
Mercedes,E Class,2018,2,Semi-Auto,9874,Diesel,57.7,31480
Mercedes,E Class,2016,3,Semi-Auto,46872,Diesel,50.4,20480
Mercedes,GLE Class,2016,3,Semi-Auto,62841,Diesel,39.2,35980
Mercedes,C Class,2016,3,Semi-Auto,25026,Petrol,35.3,34380
Mercedes,GLE Class,2016,2.1,Semi-Auto,62363,Diesel,47.9,25000
Mercedes,V Class,2019,2.2,Semi-Auto,4705,Diesel,44.8,36980
Mercedes,E Class,2017,3,Semi-Auto,21070,Petrol,33.6,36980
Mercedes,C Class,2018,2.1,Automatic,7955,Diesel,58.9,25280
Mercedes,C Class,2019,2,Semi-Auto,14581,Diesel,57.7,30000
Mercedes,E Class,2019,2,Semi-Auto,8042,Diesel,57.7,32980
Mercedes,C Class,2019,2,Semi-Auto,4906,Diesel,61.4,29980
Mercedes,C Class,2019,1.6,Semi-Auto,2523,Diesel,60.1,29980
Mercedes,C Class,2019,1.5,Semi-Auto,5545,Petrol,46.3,34480
Mercedes,V Class,2019,2,Semi-Auto,380,Diesel,36.2,45480
Mercedes,V Class,2019,2.2,Semi-Auto,9537,Diesel,44.8,39897
Mercedes,GLC Class,2016,2.1,Semi-Auto,66757,Diesel,56.5,24480
Mercedes,SL CLASS,2019,2,Semi-Auto,4804,Petrol,47.1,29500
Mercedes,GLE Class,2018,3,Semi-Auto,35890,Diesel,37.7,35002
Mercedes,C Class,2019,2,Semi-Auto,7543,Diesel,61.4,30480
Mercedes,E Class,2019,2,Automatic,12550,Diesel,45.6,33480
Mercedes,C Class,2019,2,Semi-Auto,3749,Diesel,57.7,33480
Mercedes,B Class,2019,2,Semi-Auto,3466,Diesel,55.4,23980
Mercedes,C Class,2019,2,Semi-Auto,3524,Diesel,53.3,29980
Mercedes,C Class,2019,1.6,Semi-Auto,3448,Diesel,54.3,29980
Mercedes,C Class,2019,1.6,Manual,3752,Petrol,47.1,21480
Mercedes,C Class,2019,1.5,Semi-Auto,2983,Petrol,46.3,31980
Mercedes,GLB Class,2020,2,Semi-Auto,47,Diesel,44.8,40480
Mercedes,GLC Class,2019,2,Semi-Auto,3440,Diesel,40.9,37980
Mercedes,C Class,2019,2,Semi-Auto,3210,Diesel,64.2,30980
Mercedes,GLC Class,2019,2,Semi-Auto,7992,Diesel,40.9,37480
Mercedes,C Class,2017,2,Automatic,15297,Petrol,47.1,25000
Mercedes,CL Class,2016,2.1,Semi-Auto,47137,Diesel,67.3,19000
Mercedes,C Class,2016,2.1,Semi-Auto,59835,Diesel,67.3,21500
Mercedes,CL Class,2017,1.6,Manual,30877,Petrol,51.4,17490
Mercedes,GLC Class,2020,3,Semi-Auto,6434,Petrol,26.4,49980
Mercedes,GLC Class,2020,2,Semi-Auto,6434,Diesel,44.8,35980
Mercedes,GLC Class,2020,2,Semi-Auto,6434,Diesel,43.5,35980
Mercedes,GLA Class,2017,2.1,Semi-Auto,32959,Diesel,56.5,20980
Mercedes,CLS Class,2017,2.1,Semi-Auto,73805,Diesel,57.7,20480
Mercedes,GLC Class,2020,2,Semi-Auto,31,Diesel,40.9,40980
Mercedes,C Class,2019,1.5,Semi-Auto,11332,Petrol,45.6,24980
Mercedes,GLA Class,2019,2.1,Semi-Auto,22098,Diesel,67.3,22800
Mercedes,C Class,2019,2.1,Automatic,8812,Diesel,58.9,28180
Mercedes,C Class,2019,1.5,Semi-Auto,5529,Petrol,44.1,23680
Mercedes,E Class,2018,2,Semi-Auto,17873,Diesel,61.4,23500
Mercedes,C Class,2019,3,Semi-Auto,14647,Petrol,29.1,44480
Mercedes,E Class,2019,2,Semi-Auto,18029,Diesel,72.4,25780
Mercedes,GLA Class,2019,2.1,Semi-Auto,20899,Diesel,67.3,23480
Mercedes,GLA Class,2019,2.1,Semi-Auto,20241,Diesel,67.3,23780
Mercedes,E Class,2018,2,Semi-Auto,12090,Diesel,65.7,27980
Mercedes,E Class,2019,2,Semi-Auto,16492,Diesel,72.4,24780
Mercedes,A Class,2015,1.5,Semi-Auto,88603,Diesel,68.9,11680
Mercedes,GLC Class,2016,2.1,Semi-Auto,48920,Diesel,56.5,25980
Mercedes,B Class,2019,1.3,Semi-Auto,11797,Petrol,45.6,21980
Mercedes,GLC Class,2019,3,Semi-Auto,7414,Petrol,27.4,49980
Mercedes,E Class,2016,3,Semi-Auto,79608,Diesel,54.3,21980
Mercedes,GLA Class,2019,1.6,Semi-Auto,3215,Petrol,35.8,26980
Mercedes,A Class,2019,1.5,Semi-Auto,19833,Diesel,65.7,20380
Mercedes,GLC Class,2020,2,Semi-Auto,1382,Petrol,32.1,43995
Mercedes,A Class,2014,1.8,Semi-Auto,56315,Diesel,65.7,12995
Mercedes,A Class,2019,1.5,Automatic,6500,Diesel,62.8,22940
Mercedes,E Class,2019,2,Automatic,9035,Diesel,45.6,32640
Mercedes,E Class,2017,2,Semi-Auto,27718,Diesel,72.4,20940
Mercedes,S Class,2016,3,Semi-Auto,34978,Diesel,47.9,31041
Mercedes,A Class,2016,1.5,Manual,44167,Diesel,72.4,14600
Mercedes,GLA Class,2017,2.1,Manual,50972,Diesel,67.3,16500
Mercedes,GLA Class,2017,2.1,Manual,107306,Diesel,67.3,15200
Mercedes,CLS Class,2016,3,Semi-Auto,50980,Diesel,51.4,20449
Mercedes,A Class,2019,1.5,Automatic,4795,Diesel,65.7,21656
Mercedes,GLA Class,2019,1.6,Automatic,8043,Petrol,35.8,25950
Mercedes,GLA Class,2019,1.6,Automatic,8043,Petrol,44.8,21497
Mercedes,C Class,2019,2,Automatic,8043,Diesel,51.4,31740
Mercedes,C Class,2019,2,Automatic,8043,Diesel,64.2,30450
Mercedes,V Class,2019,2,Automatic,4103,Diesel,36.7,47950
Mercedes,E Class,2019,2,Automatic,10040,Diesel,42.8,32240
Mercedes,C Class,2019,2,Automatic,4763,Diesel,55.4,32540
Mercedes,E Class,2019,2,Semi-Auto,18124,Diesel,70.6,30640
Mercedes,C Class,2019,2,Semi-Auto,18783,Diesel,64.2,26140
Mercedes,A Class,2019,2,Semi-Auto,1817,Diesel,56.5,26480
Mercedes,GLC Class,2019,4,Semi-Auto,3215,Petrol,21.6,74980
Mercedes,C Class,2019,2,Semi-Auto,2011,Diesel,61.4,30980
Mercedes,C Class,2018,1.5,Semi-Auto,6031,Petrol,44.1,28480
Mercedes,E Class,2019,2,Semi-Auto,1163,Diesel,57.7,38480
Mercedes,GLA Class,2016,2.1,Semi-Auto,45424,Diesel,56.5,18980
Mercedes,C Class,2019,1.5,Semi-Auto,23440,Petrol,46.3,20480
Mercedes,E Class,2018,2,Automatic,16589,Diesel,72.4,24040
Mercedes,V Class,2017,2.2,Semi-Auto,25120,Diesel,44.8,37000
Mercedes,C Class,2016,2.1,Automatic,40827,Diesel,64.2,17440
Mercedes,E Class,2019,2,Automatic,8043,Diesel,42.8,34740
Mercedes,CL Class,2019,1.3,Automatic,8043,Petrol,44.1,28450
Mercedes,C Class,2019,2,Automatic,8043,Diesel,61.4,30240
Mercedes,C Class,2019,1.5,Automatic,3216,Petrol,46.3,28150
Mercedes,E Class,2019,2,Automatic,8043,Diesel,45.6,34740
Mercedes,GLC Class,2019,2,Automatic,8043,Diesel,40.9,40531
Mercedes,C Class,2019,1.5,Automatic,8043,Petrol,44.1,32940
Mercedes,C Class,2019,1.5,Semi-Auto,11694,Petrol,46.3,27280
Mercedes,E Class,2019,2,Semi-Auto,22404,Diesel,65.7,27980
Mercedes,C Class,2019,1.5,Semi-Auto,17670,Petrol,44.1,27980
Mercedes,C Class,2019,2,Semi-Auto,24577,Petrol,44.1,26980
Mercedes,B Class,2019,2,Semi-Auto,8541,Diesel,54.3,27480
Mercedes,C Class,2016,2.1,Semi-Auto,73351,Diesel,64.2,16680
Mercedes,SLK,2016,2,Semi-Auto,13543,Diesel,70.6,18980
Mercedes,C Class,2019,2,Semi-Auto,19276,Diesel,56.5,26995
Mercedes,C Class,2018,2,Semi-Auto,16378,Diesel,54.3,27950
Mercedes,C Class,2019,2,Semi-Auto,17491,Diesel,56.5,27250
Mercedes,C Class,2018,2.1,Semi-Auto,16476,Diesel,61.4,23500
Mercedes,CLS Class,2019,2.9,Semi-Auto,3784,Diesel,48.7,36000
Mercedes,A Class,2018,4,Semi-Auto,5792,Petrol,30.1,77500
Mercedes,GLC Class,2019,3,Semi-Auto,8549,Petrol,34,39750
Mercedes,E Class,2017,2,Semi-Auto,25282,Diesel,65.7,24750
Mercedes,E Class,2019,3,Semi-Auto,6999,Diesel,47.1,42995
Mercedes,GLE Class,2016,3,Semi-Auto,72196,Diesel,39.2,33750
Mercedes,A Class,2019,2,Automatic,12470,Diesel,56.5,24995
Mercedes,C Class,2019,1.5,Automatic,19147,Petrol,47.1,24640
Mercedes,C Class,2019,2,Semi-Auto,12119,Petrol,42.2,30840
Mercedes,C Class,2019,1.5,Automatic,20653,Petrol,44.1,21340
Mercedes,C Class,2019,1.5,Semi-Auto,24577,Petrol,45.6,24940
Mercedes,C Class,2019,1.5,Automatic,8285,Petrol,44.1,21940
Mercedes,C Class,2019,2,Automatic,60,Petrol,44.1,28940
Mercedes,C Class,2019,2,Automatic,7401,Diesel,61.4,26940
Mercedes,GLC Class,2019,2.1,Semi-Auto,15485,Diesel,41.5,31640
Mercedes,C Class,2019,1.6,Semi-Auto,26845,Diesel,60.1,26440
Mercedes,A Class,2015,1.5,Semi-Auto,64756,Diesel,68.9,12233
Mercedes,E Class,2017,2,Semi-Auto,45810,Diesel,67.3,19940
Mercedes,E Class,2017,2,Semi-Auto,28629,Diesel,72.4,20240
Mercedes,C Class,2017,2.1,Semi-Auto,53132,Diesel,64.2,19240
Mercedes,C Class,2019,2,Semi-Auto,12753,Diesel,57.7,30740
Mercedes,C Class,2019,2,Semi-Auto,23734,Diesel,61.4,24640
Mercedes,A Class,2018,1.3,Semi-Auto,19688,Petrol,53.3,21995
Mercedes,C Class,2018,2,Semi-Auto,31971,Petrol,41.5,19995
Mercedes,S Class,2016,3,Semi-Auto,74014,Diesel,50.4,28980
Mercedes,GLE Class,2019,2,Semi-Auto,6516,Diesel,36.7,48480
Mercedes,C Class,2018,2.1,Semi-Auto,19030,Diesel,60.1,22980
Mercedes,C Class,2019,3,Semi-Auto,4597,Petrol,30.4,39000
Mercedes,A Class,2020,1.3,Manual,14,Petrol,28.5,24780
Mercedes,GLA Class,2020,1.6,Semi-Auto,3200,Petrol,44.8,22980
Mercedes,C Class,2019,2,Semi-Auto,14100,Diesel,61.4,25440
Mercedes,C Class,2019,2,Semi-Auto,20991,Diesel,61.4,23740
Mercedes,CLS Class,2019,2,Semi-Auto,4214,Petrol,31.4,46995
Mercedes,E Class,2020,2,Semi-Auto,317,Petrol,32.9,46402
