Make,Model,Build Year,Engine Size,Transmission,Mileage [km],Fuel,Fuel efficiency,Price [EUR]
Audi,Q5,2014,3,Semi-Auto,74313,Diesel,41.5,22490
Audi,A3,2016,1.6,Manual,79451,Diesel,70.6,9995
Audi,A4,2015,2,Manual,2896,Diesel,65.7,13495
Audi,A5,2013,1.8,Manual,62751,Petrol,49.6,10750
Audi,Q5,2016,2,Semi-Auto,77665,Diesel,47.1,19750
Audi,A3,2014,1.2,Manual,118619,Petrol,57.6,8600
Audi,A4,2016,2,Semi-Auto,135130,Diesel,70.6,12000
Audi,A1,2015,1.4,Manual,120516,Petrol,55.4,9500
Audi,A4,2016,2,Semi-Auto,53610,Diesel,72.4,14295
Audi,Q7,2019,3,Semi-Auto,45,Diesel,33.2,45991
Audi,A4,2019,2,Semi-Auto,14320,Diesel,50.4,26990
Audi,Q7,2019,3,Semi-Auto,60,Diesel,33.2,49990
Audi,A3,2016,1.6,Semi-Auto,93962,Diesel,72.4,11695
Audi,A3,2017,1,Semi-Auto,3253,Petrol,60.1,16498
Audi,Q2,2019,1.6,Manual,2568,Diesel,49.6,20998
Audi,Q3,2015,2,Semi-Auto,61119,Diesel,50.4,17698
Audi,A4,2020,2,Manual,294,Petrol,39.2,31498
Audi,A1,2017,1.4,Semi-Auto,44241,Petrol,56.5,13998
Audi,Q7,2019,3,Semi-Auto,50,Diesel,33.2,49990
Audi,Q3,2017,1.4,Manual,35372,Petrol,51.4,16990
Audi,Q5,2018,3,Semi-Auto,25779,Petrol,34,37990
Audi,RS4,2018,2.9,Semi-Auto,22359,Petrol,32.1,54950
Audi,Q3,2017,2,Semi-Auto,74120,Petrol,40.4,21583
Audi,A3,2019,1.5,Semi-Auto,11060,Petrol,42.2,21490
Audi,A3,2019,1.6,Semi-Auto,8045,Diesel,52.3,22997
Audi,A1,2015,1.6,Manual,55697,Diesel,80.7,10716
Audi,A3,2019,1.6,Manual,20380,Diesel,51.4,17691
Audi,A4,2019,2,Semi-Auto,17392,Diesel,51.4,20933
Audi,A5,2019,2,Semi-Auto,3957,Petrol,39.8,25990
Audi,A5,2019,2,Semi-Auto,2932,Petrol,39.8,29290
Audi,A5,2019,2,Automatic,8045,Petrol,39.8,27491
Audi,Q3,2019,2,Semi-Auto,17342,Diesel,47.1,26978
Audi,A5,2019,2,Semi-Auto,18470,Petrol,39.8,26990
Audi,Q5,2019,2,Semi-Auto,10459,Diesel,38.2,30490
Audi,Q7,2019,3,Semi-Auto,61,Diesel,33.2,44636
Audi,TT,2015,2,Manual,56315,Diesel,67.3,22950
Audi,A6,2020,2,Semi-Auto,3218,Diesel,50.4,52500
Audi,A3,2016,1.6,Manual,93322,Diesel,70.6,17950
Audi,A4,2019,2,Manual,9332,Petrol,39.2,34950
Audi,Q5,2015,2,Semi-Auto,49314,Diesel,47.1,19998
Audi,Q3,2017,1.4,Manual,34151,Petrol,51.4,17498
Audi,Q5,2015,3,Semi-Auto,47980,Diesel,42.8,24998
Audi,A3,2016,1.4,Manual,65992,Petrol,53.3,10998
Audi,A3,2016,1.6,Manual,107803,Diesel,74.3,16950
Audi,A6,2018,3,Semi-Auto,31376,Diesel,39.8,48950
Audi,Q5,2017,2,Manual,50177,Diesel,47.9,22440
Audi,A3,2017,1.4,Manual,46640,Petrol,57.6,15995
Audi,A3,2017,1,Manual,49716,Petrol,62.8,11895
Audi,Q5,2013,2,Manual,101613,Diesel,47.9,14750
Audi,Q3,2018,1.4,Manual,18423,Petrol,51.4,19000
Audi,Q2,2017,1.4,Semi-Auto,39297,Petrol,52.3,20495
Audi,A4,2020,2,Semi-Auto,80,Diesel,50.4,34990
Audi,Q2,2019,1.6,Manual,12872,Diesel,49.6,21644
Audi,Q2,2020,1.5,Semi-Auto,8045,Petrol,42.2,26990
Audi,Q8,2019,3,Semi-Auto,8045,Diesel,32.8,59990
Audi,A5,2019,2,Semi-Auto,8045,Petrol,39.8,27858
Audi,A5,2019,2,Semi-Auto,80,Petrol,39.8,27990
Audi,Q3,2019,2,Semi-Auto,9654,Diesel,48.7,27990
Audi,A6,2018,2,Semi-Auto,18586,Diesel,61.4,23490
Audi,A5,2015,2,Semi-Auto,84242,Diesel,60.1,12490
Audi,A4,2019,2,Semi-Auto,17018,Diesel,51.4,20991
Audi,A4,2016,2,Manual,48198,Petrol,48.7,17490
Audi,Q5,2016,2,Manual,68471,Diesel,47.9,18890
Audi,Q2,2019,1.6,Manual,13427,Diesel,47.9,20790
Audi,Q2,2017,2,Semi-Auto,32376,Diesel,57.7,21390
Audi,Q5,2017,3,Semi-Auto,28162,Petrol,34,36230
Audi,Q7,2017,4,Semi-Auto,34392,Diesel,39.2,47490
Audi,Q5,2019,2,Semi-Auto,9736,Diesel,38.2,34583
Audi,RS6,2016,4,Semi-Auto,46080,Petrol,29.4,47992
Audi,A4,2016,2,Semi-Auto,85824,Petrol,53.3,13990
Audi,A6,2016,2,Semi-Auto,111069,Diesel,56.5,16710
Audi,A3,2015,1.6,Manual,44875,Diesel,74.3,9998
Audi,A1,2013,1.4,Manual,86128,Petrol,52.3,8998
Audi,A1,2015,1.6,Semi-Auto,19754,Diesel,76.3,11998
Audi,Q5,2019,2,Semi-Auto,402,Petrol,33.2,31998
Audi,Q5,2019,2,Semi-Auto,105,Petrol,33.2,31998
Audi,A3,2016,2,Semi-Auto,68115,Diesel,57.6,17870
Audi,Q3,2018,2,Semi-Auto,42458,Petrol,40.4,24477
Audi,A4,2017,1.4,Manual,35895,Petrol,51.4,18101
Audi,A6,2016,2,Semi-Auto,74547,Diesel,55.4,18243
Audi,Q5,2017,2,Manual,48088,Diesel,47.9,19690
Audi,A1,2018,1,Manual,34807,Petrol,47.9,15290
Audi,A3,2019,2,Semi-Auto,571,Petrol,34.9,29490
Audi,A3,2016,2,Semi-Auto,69210,Diesel,57.6,16298
Audi,Q3,2017,1.4,Manual,24857,Petrol,49.6,19998
Audi,A1,2016,1.4,Manual,38145,Petrol,55.4,11000
Audi,A3,2016,1.6,Semi-Auto,71916,Diesel,70.6,11679
Audi,A1,2017,1.4,Manual,40495,Petrol,55.4,14399
Audi,TT,2016,2,Semi-Auto,49073,Petrol,43.5,19690
Audi,Q3,2019,1.5,Semi-Auto,23491,Petrol,37.2,32390
Audi,Q3,2015,2,Semi-Auto,30211,Diesel,55.4,16490
Audi,A3,2015,1.6,Semi-Auto,38809,Diesel,70.6,15998
Audi,A1,2016,1,Manual,38640,Petrol,67.3,11698
Audi,A3,2018,1.4,Manual,14671,Petrol,58.9,18998
Audi,Q5,2019,2,Semi-Auto,31,Petrol,33.2,30998
Audi,Q5,2019,2,Semi-Auto,34,Petrol,32.1,34998
Audi,Q5,2019,2,Semi-Auto,31,Petrol,32.1,34998
Audi,A3,2018,1.5,Manual,16162,Petrol,42.2,20977
Audi,A1,2016,1,Manual,39903,Petrol,67.3,10920
Audi,A5,2016,2,Manual,75274,Diesel,67.3,11899
Audi,A1,2017,1,Manual,28037,Petrol,67.3,11201
Audi,A4,2017,2,Manual,64574,Diesel,62.8,17995
Audi,A3,2017,1.5,Manual,44555,Petrol,55.4,17985
Audi,Q2,2017,2,Semi-Auto,17902,Diesel,57.7,21985
Audi,A3,2016,1.4,Semi-Auto,41921,Petrol,56.5,17798
Audi,A1,2016,2,Manual,30761,Petrol,39.8,17798
Audi,Q3,2017,2,Semi-Auto,25870,Petrol,40.4,25498
Audi,A3,2017,1.4,Manual,31133,Petrol,60.1,17998
Audi,A4,2018,1.4,Manual,21348,Petrol,51.4,19998
Audi,Q2,2019,1.6,Semi-Auto,8761,Diesel,47.9,21990
Audi,Q2,2018,1,Manual,20199,Petrol,53.3,19690
Audi,A3,2019,1.6,Semi-Auto,9115,Diesel,52.3,23269
Audi,Q2,2020,1.5,Semi-Auto,7327,Petrol,42.2,27490
Audi,Q2,2020,1.5,Semi-Auto,8761,Petrol,42.2,28990
Audi,Q2,2020,1.5,Semi-Auto,9115,Petrol,42.2,28990
Audi,A1,2015,1.6,Manual,82775,Diesel,80.7,9399
Audi,A5,2013,2,Manual,74049,Diesel,60.1,12640
Audi,A4,2016,2,Manual,89919,Diesel,74.3,12270
Audi,Q3,2017,2,Semi-Auto,19504,Diesel,55.4,20298
Audi,Q3,2016,1.4,Manual,51737,Petrol,49.6,17298
Audi,A4,2016,2,Manual,52902,Diesel,74.3,14798
Audi,Q5,2019,2,Semi-Auto,34,Petrol,33.2,31998
Audi,A4,2014,2,Manual,69206,Diesel,55.4,12898
Audi,Q3,2016,1.4,Semi-Auto,24576,Petrol,47.9,16898
Audi,Q2,2018,1.6,Manual,35303,Diesel,64.2,17498
Audi,A4,2014,2,Manual,97613,Diesel,65.7,9198
Audi,A4,2016,2,Semi-Auto,27227,Diesel,65.7,19498
Audi,Q5,2016,2,Semi-Auto,54154,Diesel,47.1,20498
Audi,A6,2016,2,Semi-Auto,63287,Diesel,64.2,16998
Audi,A6,2017,2,Semi-Auto,69898,Diesel,61.4,19790
Audi,Q3,2015,2,Automatic,97970,Diesel,50.4,14640
Audi,A1,2016,1.6,Manual,23688,Diesel,72.4,13180
Audi,A3,2015,1.4,Manual,61377,Petrol,57.6,13923
Audi,A6,2016,2,Manual,84595,Diesel,61.4,16420
Audi,A4,2017,1.4,Manual,28623,Petrol,52.3,15700
Audi,A4,2018,2,Manual,65071,Diesel,68.9,17990
Audi,A4,2015,2,Manual,87938,Diesel,55.4,14998
Audi,A1,2016,1,Manual,33028,Petrol,67.3,11998
Audi,Q2,2017,1.6,Manual,50461,Diesel,64.2,16498
Audi,Q5,2019,2,Semi-Auto,137,Petrol,32.1,34998
Audi,Q5,2016,3,Semi-Auto,91666,Diesel,42.2,27998
Audi,A3,2017,1.4,Semi-Auto,31517,Petrol,56.5,18998
Audi,A3,2017,1.5,Semi-Auto,23191,Petrol,56.5,19498
Audi,A4,2018,1.4,Manual,27816,Petrol,52.3,17498
Audi,Q3,2017,2,Semi-Auto,33739,Petrol,40.4,23798
Audi,A5,2016,2,Manual,43065,Diesel,54.3,16498
Audi,A4,2018,3,Semi-Auto,16449,Petrol,36.7,27390
Audi,Q5,2018,3,Semi-Auto,31284,Petrol,34,37495
Audi,Q2,2017,1.4,Semi-Auto,23657,Petrol,52.3,20890
Audi,A4,2017,2,Manual,61675,Diesel,68.9,16380
Audi,TT,2015,2,Manual,63161,Petrol,47.9,14640
Audi,A5,2018,2,Semi-Auto,16327,Diesel,62.8,24980
Audi,Q3,2016,1.4,Manual,63872,Petrol,49.6,16790
Audi,A6,2016,2,Semi-Auto,126379,Diesel,67.3,13498
Audi,A4,2018,1.4,Manual,27681,Petrol,51.4,19998
Audi,TT,2015,2,Manual,37112,Petrol,47.9,15998
Audi,A4,2018,1.4,Manual,37520,Petrol,51.4,18298
Audi,A4,2018,1.4,Manual,24986,Petrol,50.4,18298
Audi,A4,2018,1.4,Semi-Auto,17265,Petrol,51.4,17798
Audi,A3,2014,1.6,Manual,131064,Diesel,74.3,8280
Audi,TT,2013,2,Manual,108915,Diesel,53.3,9250
Audi,A4,2013,1.8,Manual,58276,Petrol,49.6,10210
Audi,Q3,2016,2,Manual,30767,Diesel,52.3,19291
Audi,A5,2016,2,Semi-Auto,50943,Diesel,58.9,17950
Audi,A1,2016,1.6,Manual,98641,Diesel,80.7,9250
Audi,A3,2016,2,Manual,121171,Diesel,68.9,10000
Audi,Q3,2016,2,Semi-Auto,49311,Diesel,51.4,18620
Audi,A4,2015,2,Manual,138023,Diesel,64.2,8999
Audi,A1,2015,1.6,Manual,149251,Diesel,80.7,8000
Audi,A4,2016,2,Semi-Auto,118619,Diesel,72.4,11000
Audi,A3,2015,1.6,Manual,147331,Diesel,70.6,8000
Audi,A4,2013,2,Manual,130604,Diesel,58.9,11850
Audi,A3,2016,1.6,Manual,146126,Diesel,83.1,8600
Audi,TT,2017,1.8,Manual,22526,Petrol,47.1,17490
Audi,A1,2015,1.6,Manual,86886,Diesel,80.7,8390
Audi,Q3,2013,2,Manual,96540,Diesel,54.3,11190
Audi,A3,2014,1.2,Manual,53097,Petrol,57.6,11690
Audi,Q3,2017,1.4,Semi-Auto,61947,Petrol,47.9,16250
Audi,RS5,2014,4.2,Semi-Auto,63089,Petrol,26.9,23400
Audi,A1,2017,1.4,Manual,35070,Petrol,56.5,14995
Audi,Q3,2016,2,Manual,55343,Diesel,52.3,16995
Audi,A6,2016,2,Semi-Auto,58263,Diesel,64.2,16950
Audi,A5,2017,2,Semi-Auto,73153,Diesel,62.8,20150
Audi,A1,2015,2,Manual,67988,Petrol,39.8,14730
Audi,Q3,2016,1.4,Semi-Auto,24312,Petrol,47.9,19000
Audi,A8,2015,3,Semi-Auto,85102,Diesel,47.9,19999
Audi,A3,2016,1.4,Manual,58543,Petrol,53.3,12500
Audi,A1,2015,1.4,Semi-Auto,59905,Petrol,56.5,13500
Audi,Q3,2016,2,Semi-Auto,49311,Diesel,51.4,18350
Audi,A3,2015,1.6,Manual,100900,Diesel,74.3,8950
Audi,A5,2016,1.8,Semi-Auto,67332,Petrol,44.1,16750
Audi,Q3,2015,1.4,Semi-Auto,70378,Petrol,47.9,17000
Audi,A3,2015,1.4,Semi-Auto,79723,Petrol,60.1,12500
Audi,A4,2016,2,Manual,46841,Diesel,74.3,16000
Audi,Q3,2016,2,Manual,39585,Diesel,52.3,18000
Audi,TT,2015,1.8,Manual,65007,Petrol,47.1,16250
Audi,A1,2015,1.4,Manual,77713,Petrol,57.6,10950
Audi,A1,2016,1,Manual,47189,Petrol,67.3,11000
Audi,A5,2015,2,Semi-Auto,39980,Diesel,58.9,14498
Audi,Q2,2018,1.6,Manual,18261,Diesel,47.9,19298
Audi,A3,2018,1,Manual,19607,Petrol,60.1,18998
Audi,A4,2016,2,Semi-Auto,91094,Diesel,70.6,13995
Audi,A6,2014,2,Semi-Auto,84342,Diesel,64.2,13491
Audi,Q3,2016,2,Semi-Auto,98567,Diesel,50.4,16995
Audi,A3,2014,1.4,Semi-Auto,63692,Petrol,57.6,11495
Audi,A3,2016,1.6,Manual,33789,Diesel,74.3,11495
Audi,Q3,2016,2,Manual,25005,Diesel,61.4,15495
Audi,Q3,2016,2,Manual,48014,Diesel,60.1,16250
Audi,A5,2014,2,Semi-Auto,84625,Diesel,53.3,14795
Audi,A5,2016,2,Manual,40225,Diesel,57.6,18495
Audi,A5,2016,2,Manual,50349,Diesel,53.3,17650
Audi,Q3,2015,2,Semi-Auto,79890,Diesel,54.3,14791
Audi,A6,2016,2,Semi-Auto,24161,Diesel,61.4,19999
Audi,A8,2015,3,Semi-Auto,87166,Diesel,47.9,19499
Audi,A1,2017,1,Manual,30552,Petrol,67.3,11000
Audi,Q3,2014,2,Manual,89678,Diesel,49.6,13990
Audi,Q3,2017,1.4,Manual,40225,Petrol,49.6,19152
Audi,TT,2015,2,Manual,50214,Petrol,47.9,16842
Audi,Q2,2017,1.4,Manual,33221,Petrol,50.4,19295
Audi,Q2,2019,1.6,Automatic,2159,Diesel,47.9,21030
Audi,A5,2014,2,Semi-Auto,105478,Diesel,60.1,12240
Audi,A3,2014,1.4,Manual,38621,Petrol,54.3,13299
Audi,A3,2015,1.4,Manual,73092,Petrol,52.3,13480
Audi,TT,2016,1.8,Manual,62603,Petrol,47.1,15498
Audi,Q5,2019,2,Semi-Auto,34,Petrol,32.1,34498
Audi,TT,2014,1.8,Semi-Auto,67578,Petrol,44.1,12995
Audi,A1,2015,1.6,Manual,71601,Diesel,80.7,11295
Audi,Q2,2020,1.5,Semi-Auto,3218,Petrol,43.5,27495
Audi,A3,2020,2,Manual,8045,Diesel,56.5,21995
Audi,A4,2020,3,Semi-Auto,6436,Diesel,40.9,43995
Audi,A5,2018,2,Manual,21722,Diesel,64.2,23995
Audi,Q5,2016,2,Automatic,44434,Diesel,47.1,20499
Audi,A3,2014,1.6,Manual,80872,Diesel,74.3,8895
Audi,A1,2015,1.4,Manual,72518,Petrol,55.4,11484
Audi,A3,2016,2,Semi-Auto,43218,Petrol,44.1,20560
Audi,A1,2016,1.4,Manual,76876,Petrol,55.4,10260
Audi,A3,2015,1.4,Manual,67068,Petrol,58.9,10930
Audi,A5,2015,2,Automatic,63155,Diesel,56.5,16680
Audi,Q2,2017,2,Semi-Auto,30573,Diesel,57.7,19991
Audi,A3,2013,1.4,Semi-Auto,94931,Petrol,56.5,11491
Audi,Q5,2016,2,Semi-Auto,46550,Diesel,47.9,18891
Audi,A1,2014,1.6,Manual,85745,Diesel,74.3,7951
Audi,A3,2017,2,Manual,33707,Petrol,40.4,20999
Audi,Q3,2015,2,Manual,127050,Diesel,60.1,12750
Audi,A5,2017,2,Semi-Auto,66315,Diesel,67.3,18990
Audi,A1,2016,1,Manual,39253,Petrol,67.3,9950
Audi,Q3,2014,2,Semi-Auto,38616,Petrol,36.7,15995
Audi,Q5,2016,3,Semi-Auto,67578,Diesel,42.8,28795
Audi,Q5,2015,2,Semi-Auto,83668,Diesel,47.1,19495
Audi,Q3,2020,2,Semi-Auto,3218,Diesel,45.6,36995
Audi,A5,2017,2,Semi-Auto,86886,Diesel,67.3,19995
Audi,A3,2017,1.5,Manual,28640,Petrol,54.3,19995
Audi,Q3,2018,2,Semi-Auto,69187,Diesel,53.3,21995
Audi,A1,2017,1.6,Manual,72405,Diesel,76.3,10995
Audi,Q3,2020,1.5,Manual,11263,Petrol,40.9,25995
Audi,Q3,2015,2,Manual,34352,Diesel,49.6,17250
Audi,A1,2015,1.6,Manual,29284,Diesel,80.7,12400
Audi,Q5,2015,2,Manual,65623,Diesel,47.9,17900
Audi,Q5,2016,2,Semi-Auto,51971,Diesel,47.1,22295
Audi,A6,2017,2,Semi-Auto,51488,Diesel,61.4,21195
Audi,Q3,2020,2,Semi-Auto,4827,Diesel,47.1,32995
Audi,A5,2020,2,Semi-Auto,3218,Diesel,48.7,32995
Audi,A1,2017,1.4,Semi-Auto,18504,Petrol,57.6,14995
Audi,A1,2017,1.4,Manual,42639,Petrol,55.4,12495
Audi,Q2,2019,1.5,Semi-Auto,16965,Petrol,42.8,21995
Audi,Q7,2017,4,Semi-Auto,63234,Diesel,39.2,49995
Audi,Q2,2017,1.4,Manual,46661,Petrol,49.6,19995
Audi,A3,2014,1.4,Manual,68302,Petrol,60.1,10995
Audi,A3,2016,2,Manual,103423,Diesel,65.7,12832
Audi,A4,2018,2,Manual,49819,Diesel,68.9,18370
Audi,A4,2014,2,Semi-Auto,78037,Diesel,58.9,10995
Audi,A1,2017,1.4,Manual,24135,Petrol,56.5,14995
Audi,Q3,2013,2,Manual,64360,Diesel,49.6,13495
Audi,Q3,2015,2,Manual,51488,Diesel,52.3,17750
Audi,A6,2016,2,Manual,81679,Diesel,61.4,16750
Audi,A3,2017,1,Manual,13501,Petrol,60.1,15141
Audi,Q5,2014,2,Manual,71979,Petrol,37.7,15547
Audi,Q3,2017,2,Manual,25744,Diesel,61.4,16495
Audi,Q2,2019,1.5,Semi-Auto,6436,Petrol,42.8,21995
Audi,A6,2019,3,Automatic,12068,Diesel,37.7,43995
Audi,Q2,2019,1.6,Manual,8045,Diesel,49.6,19995
Audi,Q5,2020,2,Semi-Auto,3218,Petrol,32.1,36995
Audi,A4,2020,2,Manual,6436,Petrol,42.2,26995
Audi,A3,2018,1.5,Manual,6455,Petrol,42.2,21499
Audi,A1,2014,1.4,Semi-Auto,40087,Petrol,60.1,13750
Audi,A1,2015,1.6,Manual,89089,Diesel,80.7,10800
Audi,A1,2015,1.4,Manual,49599,Petrol,55.4,11750
Audi,A3,2016,2,Semi-Auto,43160,Petrol,40.4,21990
Audi,A4,2019,2,Semi-Auto,19511,Diesel,49.6,24990
Audi,A1,2015,2,Manual,37834,Petrol,39.8,15995
Audi,A6,2016,2,Manual,84064,Diesel,58.9,16230
Audi,A1,2015,1.4,Manual,71023,Petrol,57.6,9580
Audi,Q3,2014,2,Semi-Auto,85277,Diesel,47.9,12995
Audi,A4,2020,2,Semi-Auto,3218,Diesel,49.6,32995
Audi,A5,2020,2,Semi-Auto,3218,Petrol,39.2,32495
Audi,A4,2020,2,Manual,3218,Petrol,41.5,26995
Audi,A4,2020,2,Manual,6436,Petrol,38.2,29995
Audi,A4,2020,2,Semi-Auto,3218,Petrol,38.2,32995
Audi,A4,2020,2,Semi-Auto,1609,Petrol,40.9,31995
Audi,Q2,2019,1.6,Manual,8045,Diesel,49.6,21495
Audi,Q2,2019,1.6,Manual,8045,Diesel,49.6,19495
Audi,Q3,2019,2,Manual,9654,Diesel,42.8,27495
Audi,Q7,2019,3,Semi-Auto,9654,Diesel,33.2,51995
Audi,Q3,2013,2,Semi-Auto,64360,Diesel,47.9,12695
Audi,A4,2019,2,Semi-Auto,8206,Petrol,38.2,26995
Audi,Q7,2016,3,Semi-Auto,49235,Diesel,47.9,32495
Audi,Q3,2017,2,Semi-Auto,21239,Petrol,40.4,24395
Audi,Q2,2019,1.6,Manual,9332,Diesel,47.9,21395
Audi,Q3,2019,2,Semi-Auto,13355,Diesel,48.7,25995
Audi,Q2,2019,1,Manual,6436,Petrol,47.1,19495
Audi,Q5,2016,2,Semi-Auto,61142,Diesel,47.1,20495
Audi,A6,2018,2,Manual,61142,Diesel,61.4,19995
Audi,A1,2018,1.4,Manual,54706,Petrol,55.4,14995
Audi,A1,2014,1.4,Semi-Auto,40064,Petrol,60.1,13750
Audi,A4,2019,2,Semi-Auto,8045,Diesel,54.3,28795
Audi,A4,2019,2,Semi-Auto,8045,Petrol,42.2,28795
Audi,RS3,2015,2.5,Semi-Auto,78841,Petrol,34.9,26795
Audi,A4,2019,2,Semi-Auto,8045,Diesel,51.4,26695
Audi,A1,2017,1.4,Manual,19308,Petrol,58.9,15995
Audi,A5,2019,2,Semi-Auto,11585,Petrol,40.4,25995
Audi,Q2,2019,1.5,Manual,10459,Petrol,39.2,25495
Audi,Q2,2017,1.4,Semi-Auto,25276,Petrol,52.3,20750
Audi,Q5,2016,2,Automatic,83275,Diesel,47.1,17990
Audi,A4,2016,2,Manual,109155,Diesel,64.2,13910
Audi,A3,2018,1.5,Manual,31403,Petrol,54.3,18195
Audi,A4,2017,2,Automatic,57042,Diesel,70.6,15540
Audi,Q3,2016,2,Semi-Auto,72939,Petrol,40.4,19000
Audi,Q2,2016,1.4,Semi-Auto,43292,Petrol,52.3,19490
Audi,A3,2016,1.4,Manual,38022,Petrol,58.9,15800
Audi,A1,2016,1.6,Manual,62318,Diesel,76.3,10765
Audi,A1,2015,1.4,Manual,75623,Petrol,55.4,10965
Audi,Q5,2016,2,Semi-Auto,66473,Diesel,47.1,18998
Audi,A5,2019,2,Semi-Auto,10459,Petrol,40.4,26295
Audi,A3,2016,1.4,Manual,34594,Petrol,58.9,17495
Audi,A4,2017,3,Semi-Auto,31617,Petrol,38.7,26995
Audi,TT,2016,2,Manual,54706,Petrol,46.3,16995
Audi,TT,2016,1.8,Manual,17699,Petrol,47.1,16995
Audi,Q5,2017,2,Semi-Auto,54706,Diesel,56.5,23995
Audi,A5,2019,2,Semi-Auto,8045,Petrol,36.2,37995
Audi,A1,2016,1.4,Manual,61142,Petrol,56.5,12995
Audi,Q5,2017,3,Semi-Auto,80450,Petrol,34,33995
Audi,Q5,2020,3,Semi-Auto,6436,Diesel,32.5,58495
Audi,R8,2020,5.2,Semi-Auto,113,Petrol,21.1,137995
Audi,Q3,2015,2,Manual,65969,Diesel,61.4,13995
Audi,Q2,2017,1.4,Semi-Auto,45052,Petrol,54.3,16995
Audi,RS4,2018,2.9,Semi-Auto,19308,Petrol,32.1,52495
Audi,A6,2018,2,Semi-Auto,76428,Diesel,64.2,19495
Audi,A6,2017,2,Manual,54706,Diesel,61.4,20495
Audi,Q3,2019,1.5,Manual,8045,Petrol,40.9,24995
Audi,A6,2019,2,Semi-Auto,9654,Diesel,47.9,26995
Audi,Q2,2019,1.5,Manual,8045,Petrol,39.2,26995
Audi,Q2,2019,1.6,Manual,8045,Diesel,47.9,21995
Audi,A4,2019,2,Semi-Auto,11263,Diesel,49.6,27495
Audi,A4,2019,2,Manual,12872,Petrol,38.2,24995
Audi,A4,2019,2,Automatic,11263,Diesel,48.7,26295
Audi,A6,2016,3,Semi-Auto,38133,Diesel,61.4,20995
Audi,A1,2017,1.4,Semi-Auto,25202,Petrol,56.5,14790
Audi,A4,2014,2,Manual,79551,Diesel,62.8,9990
Audi,A3,2018,1.5,Semi-Auto,31704,Petrol,58.9,16990
Audi,A3,2015,1.4,Manual,53097,Petrol,60.1,15795
Audi,Q2,2020,1.5,Manual,3218,Petrol,43.5,26995
Audi,Q3,2020,2,Semi-Auto,8045,Diesel,47.1,34995
Audi,A6,2019,3,Semi-Auto,10459,Diesel,37.7,41995
Audi,A7,2019,3,Semi-Auto,6436,Diesel,35.8,47995
Audi,RS6,2017,4,Automatic,24940,Petrol,29.4,54995
Audi,A1,2017,1.6,Manual,71327,Diesel,76.3,10465
Audi,TT,2017,1.8,Manual,67094,Petrol,47.1,16465
Audi,A4,2016,2,Manual,98509,Diesel,70.6,12465
Audi,A3,2016,2,Manual,51665,Petrol,49.6,15965
Audi,A3,2015,2,Manual,30473,Diesel,68.9,15995
Audi,A3,2015,2,Manual,29606,Diesel,68.9,15995
Audi,TT,2017,2,Semi-Auto,89090,Petrol,40.9,23500
Audi,A3,2017,1.4,Manual,15347,Petrol,56.5,18995
Audi,A3,2018,2,Semi-Auto,30526,Petrol,47.9,22900
Audi,Q3,2016,2,Manual,39585,Diesel,52.3,18000
Audi,A3,2015,1.4,Automatic,79723,Petrol,60.1,12500
Audi,A1,2015,1.6,Manual,89460,Diesel,80.7,10800
Audi,Q7,2019,3,Semi-Auto,6436,Diesel,33.2,54495
Audi,A3,2019,2,Semi-Auto,8045,Diesel,50.4,24995
Audi,A5,2017,2,Semi-Auto,31054,Diesel,70.6,19495
Audi,Q2,2018,1.4,Manual,17538,Petrol,52.3,19995
Audi,A5,2019,2,Manual,9654,Petrol,47.1,26995
Audi,A5,2019,2,Manual,12872,Petrol,39.8,24995
Audi,A5,2016,2,Manual,51488,Diesel,60.1,15995
Audi,Q3,2017,1.4,Manual,25693,Petrol,49.6,17995
Audi,Q3,2016,2,Semi-Auto,66490,Diesel,50.4,17600
Audi,A4,2017,2,Semi-Auto,108168,Diesel,70.6,13700
Audi,Q3,2017,1.4,Semi-Auto,70925,Petrol,47.9,15860
Audi,Q3,2017,1.4,Manual,63626,Petrol,51.4,15790
Audi,A4,2016,2,Manual,55855,Diesel,62.8,17995
Audi,A5,2016,2,Automatic,42635,Diesel,56.5,18299
Audi,Q2,2017,1.4,Semi-Auto,52577,Petrol,52.3,19599
Audi,A4,2016,2,Manual,46841,Diesel,74.3,16600
Audi,A1,2013,1.4,Manual,47905,Petrol,52.3,9750
Audi,A3,2016,1.4,Manual,58543,Petrol,53.3,12500
Audi,TT,2016,2,Manual,82703,Diesel,62.8,15465
Audi,Q5,2015,3,Semi-Auto,100165,Diesel,41.5,21965
Audi,A1,2016,1,Manual,39649,Petrol,67.3,10965
Audi,A3,2016,1.4,Manual,92189,Petrol,57.6,13454
Audi,A8,2015,3,Automatic,40878,Diesel,49.6,19870
Audi,Q3,2017,2,Manual,46042,Diesel,56.5,18291
Audi,A8,2013,4,Semi-Auto,59864,Petrol,29.7,19061
Audi,Q3,2019,2,Manual,8850,Diesel,42.8,28500
Audi,A5,2019,2,Automatic,9654,Diesel,48.7,27994
Audi,A6,2019,2,Automatic,11263,Diesel,50.4,30500
Audi,A6,2019,2,Automatic,161,Diesel,50.4,30500
Audi,A4,2017,2,Semi-Auto,72566,Petrol,45.6,19000
Audi,Q2,2019,2,Automatic,6912,Diesel,47.9,23500
Audi,Q7,2017,4,Semi-Auto,82360,Diesel,39.2,43500
Audi,A4,2019,2,Semi-Auto,15257,Diesel,47.9,26495
